Date,Type,Sub Type,Action,Symbol,Instrument Type,Description,Value,Quantity,Average Price,Commissions,Fees,Multiplier,Root Symbol,Underlying Symbol,Expiration Date,Strike Price,Call or Put,Order #,Total,Currency
2026-04-14T11:30:56-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260414C06950000,Equity Option,Sold 1 SPX 04/14/26 Call 6950.00 @ 3.95,395.00,1,395.00,-1.00,-0.72,100,SPXW,SPX,4/14/26,6950,CALL,454131070,393.28,USD
2026-04-14T11:30:56-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260414C06965000,Equity Option,Bought 1 SPX 04/14/26 Call 6965.00 @ 1.70,-170.00,1,-170.00,-1.00,-0.72,100,SPXW,SPX,4/14/26,6965,CALL,454131070,-171.72,USD
2026-04-14T11:30:56-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260414C06950000,Equity Option,Sold 1 SPX 04/14/26 Call 6950.00 @ 3.95,395.00,1,395.00,-1.00,-0.72,100,SPXW,SPX,4/14/26,6950,CALL,454131070,393.28,USD
2026-04-11T16:14:08-0300,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,0.11,0,,--,0.00,,,,,,,,0.11,USD
2026-04-09T14:37:24-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260409P06750000,Equity Option,Sold 2 SPX 04/09/26 Put 6750.00 @ 0.47,94.00,2,47.00,0.00,-1.46,100,SPXW,SPX,4/09/26,6750,PUT,453144748,92.54,USD
2026-04-09T14:37:24-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260409P06790000,Equity Option,Bought 2 SPX 04/09/26 Put 6790.00 @ 1.07,-214.00,2,-107.00,0.00,-1.45,100,SPXW,SPX,4/09/26,6790,PUT,453144748,-215.45,USD
2026-04-09T13:17:55-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260409P06680000,Equity Option,Sold 1 SPX 04/09/26 Put 6680.00 @ 0.27,27.00,1,27.00,0.00,-0.72,100,SPXW,SPX,4/09/26,6680,PUT,453095985,26.28,USD
2026-04-09T13:17:55-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260409P06720000,Equity Option,Bought 1 SPX 04/09/26 Put 6720.00 @ 0.47,-47.00,1,-47.00,0.00,-0.72,100,SPXW,SPX,4/09/26,6720,PUT,453095985,-47.72,USD
2026-04-09T13:17:55-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260409P06680000,Equity Option,Sold 1 SPX 04/09/26 Put 6680.00 @ 0.27,27.00,1,27.00,0.00,-0.72,100,SPXW,SPX,4/09/26,6680,PUT,453095985,26.28,USD
2026-04-09T13:17:55-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260409P06720000,Equity Option,Bought 1 SPX 04/09/26 Put 6720.00 @ 0.47,-47.00,1,-47.00,0.00,-0.72,100,SPXW,SPX,4/09/26,6720,PUT,453095985,-47.72,USD
2026-04-09T13:11:24-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260409P06750000,Equity Option,Bought 2 SPX 04/09/26 Put 6750.00 @ 0.82,-164.00,2,-82.00,-2.00,-1.45,100,SPXW,SPX,4/09/26,6750,PUT,453090692,-167.45,USD
2026-04-09T13:11:24-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260409P06790000,Equity Option,Sold 2 SPX 04/09/26 Put 6790.00 @ 3.12,624.00,2,312.00,-2.00,-1.46,100,SPXW,SPX,4/09/26,6790,PUT,453090692,620.54,USD
2026-04-09T12:48:12-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260409C06880000,Equity Option,Sold 1 SPX 04/09/26 Call 6880.00 @ 1.07,107.00,1,107.00,0.00,-0.72,100,SPXW,SPX,4/09/26,6880,CALL,453063408,106.28,USD
2026-04-09T12:48:12-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260409C06840000,Equity Option,Bought 1 SPX 04/09/26 Call 6840.00 @ 3.72,-372.00,1,-372.00,0.00,-0.72,100,SPXW,SPX,4/09/26,6840,CALL,453063408,-372.72,USD
2026-04-09T12:48:12-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260409C06880000,Equity Option,Sold 1 SPX 04/09/26 Call 6880.00 @ 1.07,107.00,1,107.00,0.00,-0.72,100,SPXW,SPX,4/09/26,6880,CALL,453063408,106.28,USD
2026-04-09T12:48:12-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260409C06840000,Equity Option,Bought 1 SPX 04/09/26 Call 6840.00 @ 3.72,-372.00,1,-372.00,0.00,-0.72,100,SPXW,SPX,4/09/26,6840,CALL,453063408,-372.72,USD
2026-04-09T12:35:51-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260409C06880000,Equity Option,Bought 1 SPX 04/09/26 Call 6880.00 @ 0.70,-70.00,1,-70.00,-1.00,-0.72,100,SPXW,SPX,4/09/26,6880,CALL,453059380,-71.72,USD
2026-04-09T12:35:51-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260409C06840000,Equity Option,Sold 1 SPX 04/09/26 Call 6840.00 @ 2.55,255.00,1,255.00,-1.00,-0.72,100,SPXW,SPX,4/09/26,6840,CALL,453059380,253.28,USD
2026-04-09T12:35:03-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260409C06880000,Equity Option,Bought 1 SPX 04/09/26 Call 6880.00 @ 0.62,-62.00,1,-62.00,-1.00,-0.72,100,SPXW,SPX,4/09/26,6880,CALL,453058780,-63.72,USD
2026-04-09T12:35:03-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260409C06840000,Equity Option,Sold 1 SPX 04/09/26 Call 6840.00 @ 2.27,227.00,1,227.00,-1.00,-0.72,100,SPXW,SPX,4/09/26,6840,CALL,453058780,225.28,USD
2026-04-09T12:32:46-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260409C06825000,Equity Option,Bought 1 SPX 04/09/26 Call 6825.00 @ 3.67,-367.00,1,-367.00,0.00,-0.72,100,SPXW,SPX,4/09/26,6825,CALL,453054251,-367.72,USD
2026-04-09T12:32:46-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260409C06875000,Equity Option,Sold 1 SPX 04/09/26 Call 6875.00 @ 0.82,82.00,1,82.00,0.00,-0.72,100,SPXW,SPX,4/09/26,6875,CALL,453054251,81.28,USD
2026-04-09T12:32:46-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260409C06875000,Equity Option,Sold 1 SPX 04/09/26 Call 6875.00 @ 0.82,82.00,1,82.00,0.00,-0.72,100,SPXW,SPX,4/09/26,6875,CALL,453054251,81.28,USD
2026-04-09T12:32:46-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260409C06825000,Equity Option,Bought 1 SPX 04/09/26 Call 6825.00 @ 3.67,-367.00,1,-367.00,0.00,-0.72,100,SPXW,SPX,4/09/26,6825,CALL,453054251,-367.72,USD
2026-04-09T12:24:27-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260409C06875000,Equity Option,Bought 2 SPX 04/09/26 Call 6875.00 @ 0.37,-74.00,2,-37.00,-2.00,-1.45,100,SPXW,SPX,4/09/26,6875,CALL,453049901,-77.45,USD
2026-04-09T12:24:27-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260409C06825000,Equity Option,Sold 2 SPX 04/09/26 Call 6825.00 @ 1.57,314.00,2,157.00,-2.00,-1.46,100,SPXW,SPX,4/09/26,6825,CALL,453049901,310.54,USD
2026-04-09T12:16:00-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260409C06860000,Equity Option,Sold 1 SPX 04/09/26 Call 6860.00 @ 0.47,47.00,1,47.00,0.00,-0.72,100,SPXW,SPX,4/09/26,6860,CALL,453005382,46.28,USD
2026-04-09T12:16:00-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260409C06805000,Equity Option,Bought 1 SPX 04/09/26 Call 6805.00 @ 3.12,-312.00,1,-312.00,0.00,-0.72,100,SPXW,SPX,4/09/26,6805,CALL,453005382,-312.72,USD
2026-04-09T12:16:00-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260409C06860000,Equity Option,Sold 1 SPX 04/09/26 Call 6860.00 @ 0.47,47.00,1,47.00,0.00,-0.72,100,SPXW,SPX,4/09/26,6860,CALL,453005382,46.28,USD
2026-04-09T12:16:00-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260409C06805000,Equity Option,Bought 1 SPX 04/09/26 Call 6805.00 @ 3.12,-312.00,1,-312.00,0.00,-0.72,100,SPXW,SPX,4/09/26,6805,CALL,453005382,-312.72,USD
2026-04-09T11:24:01-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260409C06860000,Equity Option,Bought 2 SPX 04/09/26 Call 6860.00 @ 0.42,-84.00,2,-42.00,-2.00,-1.45,100,SPXW,SPX,4/09/26,6860,CALL,452999277,-87.45,USD
2026-04-09T11:24:01-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260409C06805000,Equity Option,Sold 2 SPX 04/09/26 Call 6805.00 @ 1.87,374.00,2,187.00,-2.00,-1.46,100,SPXW,SPX,4/09/26,6805,CALL,452999277,370.54,USD
2026-04-09T11:20:16-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260409P06720000,Equity Option,Sold 2 SPX 04/09/26 Put 6720.00 @ 2.27,454.00,2,227.00,-2.00,-1.46,100,SPXW,SPX,4/09/26,6720,PUT,452995459,450.54,USD
2026-04-09T11:20:16-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260409P06680000,Equity Option,Bought 2 SPX 04/09/26 Put 6680.00 @ 0.87,-174.00,2,-87.00,-2.00,-1.45,100,SPXW,SPX,4/09/26,6680,PUT,452995459,-177.45,USD
2026-04-08T12:07:03-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260408P06680000,Equity Option,Sold 2 SPX 04/08/26 Put 6680.00 @ 1.72,344.00,2,172.00,0.00,-1.46,100,SPXW,SPX,4/08/26,6680,PUT,452686040,342.54,USD
2026-04-08T12:07:03-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260408P06720000,Equity Option,Bought 2 SPX 04/08/26 Put 6720.00 @ 4.62,-924.00,2,-462.00,0.00,-1.45,100,SPXW,SPX,4/08/26,6720,PUT,452686040,-925.45,USD
2026-04-08T10:39:48-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260408P06720000,Equity Option,Sold 1 SPX 04/08/26 Put 6720.00 @ 5.93,593.00,1,593.00,-1.00,-0.72,100,SPXW,SPX,4/08/26,6720,PUT,452567556,591.28,USD
2026-04-08T10:39:48-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260408P06680000,Equity Option,Bought 1 SPX 04/08/26 Put 6680.00 @ 3.03,-303.00,1,-303.00,-1.00,-0.72,100,SPXW,SPX,4/08/26,6680,PUT,452567556,-304.72,USD
2026-04-08T10:39:48-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260408P06720000,Equity Option,Sold 1 SPX 04/08/26 Put 6720.00 @ 5.93,593.00,1,593.00,-1.00,-0.72,100,SPXW,SPX,4/08/26,6720,PUT,452567556,591.28,USD
2026-04-08T10:39:48-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260408P06680000,Equity Option,Bought 1 SPX 04/08/26 Put 6680.00 @ 3.03,-303.00,1,-303.00,-1.00,-0.72,100,SPXW,SPX,4/08/26,6680,PUT,452567556,-304.72,USD
2026-04-07T14:55:51-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260407P06460000,Equity Option,Sold 2 SPX 04/07/26 Put 6460.00 @ 0.12,24.00,2,12.00,0.00,-1.46,100,SPXW,SPX,4/07/26,6460,PUT,452368492,22.54,USD
2026-04-07T14:55:51-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260407C06660000,Equity Option,Sold 2 SPX 04/07/26 Call 6660.00 @ 0.60,120.00,2,60.00,0.00,-1.46,100,SPXW,SPX,4/07/26,6660,CALL,452368492,118.54,USD
2026-04-07T14:55:51-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260407P06500000,Equity Option,Bought 2 SPX 04/07/26 Put 6500.00 @ 0.22,-44.00,2,-22.00,0.00,-1.45,100,SPXW,SPX,4/07/26,6500,PUT,452368492,-45.45,USD
2026-04-07T14:55:51-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260407C06620000,Equity Option,Bought 2 SPX 04/07/26 Call 6620.00 @ 2.25,-450.00,2,-225.00,0.00,-1.45,100,SPXW,SPX,4/07/26,6620,CALL,452368492,-451.45,USD
2026-04-07T11:38:32-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260407C06660000,Equity Option,Bought 2 SPX 04/07/26 Call 6660.00 @ 1.33,-266.00,2,-133.00,-2.00,-1.45,100,SPXW,SPX,4/07/26,6660,CALL,452264444,-269.45,USD
2026-04-07T11:38:32-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260407C06620000,Equity Option,Sold 2 SPX 04/07/26 Call 6620.00 @ 3.93,786.00,2,393.00,-2.00,-1.46,100,SPXW,SPX,4/07/26,6620,CALL,452264444,782.54,USD
2026-04-07T11:05:05-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260407P06460000,Equity Option,Bought 2 SPX 04/07/26 Put 6460.00 @ 1.37,-274.00,2,-137.00,-2.00,-1.45,100,SPXW,SPX,4/07/26,6460,PUT,452231617,-277.45,USD
2026-04-07T11:05:05-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260407P06500000,Equity Option,Sold 2 SPX 04/07/26 Put 6500.00 @ 4.07,814.00,2,407.00,-2.00,-1.46,100,SPXW,SPX,4/07/26,6500,PUT,452231617,810.54,USD
2026-04-04T18:12:17-0300,Money Movement,Deposit,,,,Digital Asset Fund Conversion Deposit of 986.31 USDC/USD,983.35,0,,--,0.00,,,,,,,,983.35,USD
2026-04-02T18:00:00-0300,Money Movement,Deposit,,,,Wire Funds Received,"7,030.41",0,,--,0.00,,,,,,,,"7,030.41",USD
2026-03-28T15:56:37-0300,Money Movement,Balance Adjustment,,,,Regulatory fee adjustment,0.07,0,,--,0.00,,,,,,,,0.07,USD
2026-03-27T15:12:41-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260327P06310000,Equity Option,Sold 2 SPX 03/27/26 Put 6310.00 @ 0.82,164.00,2,82.00,0.00,-1.46,100,SPXW,SPX,3/27/26,6310,PUT,450246733,162.54,USD
2026-03-27T15:12:41-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260327C06555000,Equity Option,Sold 2 SPX 03/27/26 Call 6555.00 @ 0.22,44.00,2,22.00,0.00,-1.46,100,SPXW,SPX,3/27/26,6555,CALL,450246733,42.54,USD
2026-03-27T15:12:41-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260327P06350000,Equity Option,Bought 2 SPX 03/27/26 Put 6350.00 @ 4.06,-812.00,2,-406.00,0.00,-1.45,100,SPXW,SPX,3/27/26,6350,PUT,450246733,-813.45,USD
2026-03-27T15:12:41-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260327C06515000,Equity Option,Bought 2 SPX 03/27/26 Call 6515.00 @ 0.38,-76.00,2,-38.00,0.00,-1.45,100,SPXW,SPX,3/27/26,6515,CALL,450246733,-77.45,USD
2026-03-27T10:51:52-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260327C06555000,Equity Option,Bought 2 SPX 03/27/26 Call 6555.00 @ 1.32,-264.00,2,-132.00,-2.00,-1.45,100,SPXW,SPX,3/27/26,6555,CALL,450043232,-267.45,USD
2026-03-27T10:51:52-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260327C06515000,Equity Option,Sold 2 SPX 03/27/26 Call 6515.00 @ 2.87,574.00,2,287.00,-2.00,-1.46,100,SPXW,SPX,3/27/26,6515,CALL,450043232,570.54,USD
2026-03-27T10:38:16-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260327P06350000,Equity Option,Sold 1 SPX 03/27/26 Put 6350.00 @ 3.27,327.00,1,327.00,-1.00,-0.72,100,SPXW,SPX,3/27/26,6350,PUT,450021795,325.28,USD
2026-03-27T10:38:16-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260327P06310000,Equity Option,Bought 1 SPX 03/27/26 Put 6310.00 @ 1.22,-122.00,1,-122.00,-1.00,-0.72,100,SPXW,SPX,3/27/26,6310,PUT,450021795,-123.72,USD
2026-03-27T10:38:16-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260327P06350000,Equity Option,Sold 1 SPX 03/27/26 Put 6350.00 @ 3.27,327.00,1,327.00,-1.00,-0.72,100,SPXW,SPX,3/27/26,6350,PUT,450021795,325.28,USD
2026-03-27T10:38:16-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260327P06310000,Equity Option,Bought 1 SPX 03/27/26 Put 6310.00 @ 1.22,-122.00,1,-122.00,-1.00,-0.72,100,SPXW,SPX,3/27/26,6310,PUT,450021795,-123.72,USD
2026-03-26T17:00:00-0300,Receive Deliver,Expiration,BUY_TO_CLOSE,SPXW  260326C06610000,Equity Option,Removal of 2.0 SPX 03/26/26 Call 6610.00 due to expiration.,0.00,2,0.00,--,0.00,100,SPXW,SPX,3/26/26,6610,CALL,,0.00,USD
2026-03-26T17:00:00-0300,Receive Deliver,Expiration,SELL_TO_CLOSE,SPXW  260326C06650000,Equity Option,Removal of 2.0 SPX 03/26/26 Call 6650.00 due to expiration.,0.00,2,0.00,--,0.00,100,SPXW,SPX,3/26/26,6650,CALL,,0.00,USD
2026-03-26T14:57:09-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260326P06500000,Equity Option,Bought 2 SPX 03/26/26 Put 6500.00 @ 13.97,"-2,794.00",2,"-1,397.00",0.00,-1.45,100,SPXW,SPX,3/26/26,6500,PUT,449866705,"-2,795.45",USD
2026-03-26T14:57:09-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260326P06455000,Equity Option,Sold 2 SPX 03/26/26 Put 6455.00 @ 1.92,384.00,2,192.00,0.00,-1.46,100,SPXW,SPX,3/26/26,6455,PUT,449866705,382.54,USD
2026-03-26T12:41:54-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260326P06500000,Equity Option,Sold 1 SPX 03/26/26 Put 6500.00 @ 3.25,325.00,1,325.00,-1.00,-0.72,100,SPXW,SPX,3/26/26,6500,PUT,449782500,323.28,USD
2026-03-26T12:41:54-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260326P06455000,Equity Option,Bought 1 SPX 03/26/26 Put 6455.00 @ 0.60,-60.00,1,-60.00,-1.00,-0.72,100,SPXW,SPX,3/26/26,6455,PUT,449782500,-61.72,USD
2026-03-26T12:41:54-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260326P06500000,Equity Option,Sold 1 SPX 03/26/26 Put 6500.00 @ 3.25,325.00,1,325.00,-1.00,-0.72,100,SPXW,SPX,3/26/26,6500,PUT,449782500,323.28,USD
2026-03-26T12:41:54-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260326P06455000,Equity Option,Bought 1 SPX 03/26/26 Put 6455.00 @ 0.60,-60.00,1,-60.00,-1.00,-0.72,100,SPXW,SPX,3/26/26,6455,PUT,449782500,-61.72,USD
2026-03-26T10:37:17-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260326C06610000,Equity Option,Sold 1 SPX 03/26/26 Call 6610.00 @ 2.60,260.00,1,260.00,-1.00,-0.72,100,SPXW,SPX,3/26/26,6610,CALL,449668980,258.28,USD
2026-03-26T10:37:17-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260326C06650000,Equity Option,Bought 1 SPX 03/26/26 Call 6650.00 @ 0.75,-75.00,1,-75.00,-1.00,-0.72,100,SPXW,SPX,3/26/26,6650,CALL,449668980,-76.72,USD
2026-03-26T10:37:17-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260326C06610000,Equity Option,Sold 1 SPX 03/26/26 Call 6610.00 @ 2.60,260.00,1,260.00,-1.00,-0.72,100,SPXW,SPX,3/26/26,6610,CALL,449668980,258.28,USD
2026-03-26T10:37:17-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260326C06650000,Equity Option,Bought 1 SPX 03/26/26 Call 6650.00 @ 0.75,-75.00,1,-75.00,-1.00,-0.72,100,SPXW,SPX,3/26/26,6650,CALL,449668980,-76.72,USD
2026-03-25T16:19:43-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260325P06525000,Equity Option,Sold 2 SPX 03/25/26 Put 6525.00 @ 0.07,14.00,2,7.00,0.00,-1.46,100,SPXW,SPX,3/25/26,6525,PUT,449584001,12.54,USD
2026-03-25T16:19:43-0300,Trade,Sell to Close,SELL_TO_CLOSE,SPXW  260325C06725000,Equity Option,Sold 2 SPX 03/25/26 Call 6725.00 @ 0.03,6.00,2,3.00,0.00,-1.46,100,SPXW,SPX,3/25/26,6725,CALL,449584001,4.54,USD
2026-03-25T16:19:43-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260325P06565000,Equity Option,Bought 2 SPX 03/25/26 Put 6565.00 @ 0.61,-122.00,2,-61.00,0.00,-1.45,100,SPXW,SPX,3/25/26,6565,PUT,449584001,-123.45,USD
2026-03-25T16:19:43-0300,Trade,Buy to Close,BUY_TO_CLOSE,SPXW  260325C06685000,Equity Option,Bought 2 SPX 03/25/26 Call 6685.00 @ 0.04,-8.00,2,-4.00,0.00,-1.45,100,SPXW,SPX,3/25/26,6685,CALL,449584001,-9.45,USD
2026-03-25T10:44:41-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260325C06685000,Equity Option,Sold 2 SPX 03/25/26 Call 6685.00 @ 1.83,366.00,2,183.00,-2.00,-1.46,100,SPXW,SPX,3/25/26,6685,CALL,449376036,362.54,USD
2026-03-25T10:44:41-0300,Trade,Sell to Open,SELL_TO_OPEN,SPXW  260325P06565000,Equity Option,Sold 2 SPX 03/25/26 Put 6565.00 @ 7.10,"1,420.00",2,710.00,-2.00,-1.46,100,SPXW,SPX,3/25/26,6565,PUT,449376036,"1,416.54",USD
2026-03-25T10:44:41-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260325C06725000,Equity Option,Bought 2 SPX 03/25/26 Call 6725.00 @ 0.52,-104.00,2,-52.00,-2.00,-1.45,100,SPXW,SPX,3/25/26,6725,CALL,449376036,-107.45,USD
2026-03-25T10:44:41-0300,Trade,Buy to Open,BUY_TO_OPEN,SPXW  260325P06525000,Equity Option,Bought 2 SPX 03/25/26 Put 6525.00 @ 2.66,-532.00,2,-266.00,-2.00,-1.45,100,SPXW,SPX,3/25/26,6525,PUT,449376036,-535.45,USD
2026-03-24T18:00:00-0300,Money Movement,Deposit,,,,Wire Funds Received,"20,501.74",0,,--,0.00,,,,,,,,"20,501.74",USD
